Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
An exploratory study to clarify the cluster of symptoms predictive of chemotherapy-related nausea using random forest modeling,"Molassiotis, A.; Farrell, C.; Bourne, K.; Brearley, S. G.; Pilling, M.","CONTEXT: Chemotherapy-related nausea is experienced by most cancer patients receiving chemotherapy. Although vomiting is managed well with current antiemetics, nausea is difficult to manage and little is understood about its development. OBJECTIVES: The aim was to determine whether nausea exists as part of a symptom cluster and evaluate the symptom cluster's impact on patients' quality of life, psychological distress, and nutritional status. METHODS: A prospective observational design over two cycles of chemotherapy was used. Patients completed the Memorial Symptom Assessment Scale, Hospital Anxiety and Depression Scale, Functional Assessment of Cancer Therapy-General, and Patient-Generated Subjective Global Assessment before chemotherapy and at the end of the first and second cycles of treatment. Random forest modeling, a state-of-the-art prediction method, was used to analyze the data. RESULTS: One hundred four patients participated in the study. Nausea was found to be a dynamic experience, changing over time. ""Core"" symptoms, predictive of the presence of nausea, were identified and included appetite loss, feeling bloated, vomiting, taste changes, and lack of energy. Although nausea alone did have an impact on patient outcomes, the impact was significantly higher in relation to physical and functional quality of life and nutritional status in those patients who had more than two symptoms from the nausea cluster. CONCLUSION: This exploratory study, using an innovative analytical approach, has shown that nausea is a complex symptom affected by the presence and/or severity of other concurrent symptoms (the symptom cluster). The findings have implications for the measurement of nausea and also to target people for interventions to manage nausea and its cluster of symptoms.",2012,Nov,J Pain Symptom Manage,44,5,692-703,22672920,10.1016/j.jpainsymman.2011.11.003,,#2929,Molassiotis 2012,Exclusion reason: Lack of Pharmacovigilance/Drug Safety; ,""
Applying machine learning models with an ensemble approach for accurate real-time influenza forecasting in Taiwan: Development and validation study,"Cheng, H. Y.; Wu, Y. C.; Lin, M. H.; Liu, Y. L.; Tsai, Y. Y.; Wu, J. H.; Pan, K. H.; Ke, C. J.; Chen, C. M.; Liu, D. P.; Lin, I. F.; Chuang, J. H.","Background: Changeful seasonal influenza activity in subtropical areas such as Taiwan causes problems in epidemic preparedness. The Taiwan Centers for Disease Control has maintained real-time national influenza surveillance systems since 2004. Except for timely monitoring, epidemic forecasting using the national influenza surveillance data can provide pivotal information for public health response. Objective: We aimed to develop predictive models using machine learning to provide real-time influenza-like illness forecasts. Methods: Using surveillance data of influenza-like illness visits from emergency departments (from the Real-Time Outbreak and Disease Surveillance System), outpatient departments (from the National Health Insurance database), and the records of patients with severe influenza with complications (from the National Notifiable Disease Surveillance System), we developed 4 machine learning models (autoregressive integrated moving average, random forest, support vector regression, and extreme gradient boosting) to produce weekly influenza-like illness predictions for a given week and 3 subsequent weeks. We established a framework of the machine learning models and used an ensemble approach called stacking to integrate these predictions. We trained the models using historical data from 2008-2014. We evaluated their predictive ability during 2015-2017 for each of the 4-week time periods using Pearson correlation, mean absolute percentage error (MAPE), and hit rate of trend prediction. A dashboard website was built to visualize the forecasts, and the results of real-world implementation of this forecasting framework in 2018 were evaluated using the same metrics. Results: All models could accurately predict the timing and magnitudes of the seasonal peaks in the then-current week (nowcast) (ρ=0.802-0.965; MAPE: 5.2%-9.2%; hit rate: 0.577-0.756), 1-week (ρ=0.803-0.918; MAPE: 8.3%-11.8%; hit rate: 0.643-0.747), 2-week (ρ=0.783-0.867; MAPE: 10.1%-15.3%; hit rate: 0.669-0.734), and 3-week forecasts (ρ=0.676-0.801; MAPE: 12.0%-18.9%; hit rate: 0.643-0.786), especially the ensemble model. In real-world implementation in 2018, the forecasting performance was still accurate in nowcasts (ρ=0.875-0.969; MAPE: 5.3%-8.0%; hit rate: 0.582-0.782) and remained satisfactory in 3-week forecasts (ρ=0.721-0.908; MAPE: 7.6%-13.5%; hit rate: 0.596-0.904). Conclusions: This machine learning and ensemble approach can make accurate, real-time influenza-like illness forecasts for a 4-week period, and thus, facilitate decision making.",2020,,Journal of Medical Internet Research,22,8,,,10.2196/15394,,#482,Cheng 2020,Exclusion reason: Lack of Pharmacovigilance/Drug Safety; ,""
Determination of torsade-causing potential of drug candidates using one-class classification and ensemble modelling approaches,"He, Y.; Lim, S. W.; Yap, C. W.","Adverse drug reactions (ADRs) are a main problem faced by drug companies and regulatory authorities. Not only do they contribute heavily to late-phase failure of drug development and withdrawal of drugs from the market, they also pose significant health risks to patients. Rare and severe ADRs are even harder to detect, and sufficient attention has not been paid to them. Torsade de pointes (TdP), an atypical ventricular tachycardia which is potentially life-threatening, is one of them. The objective of this project is to develop a computational model to predict TdP-causing potential of drug candidates. A total of 260 marketed drugs were collected and screened for their potential to cause TdP. 103 drugs were classified as TdP+ and 157 were likely to be TdP-. One-class classification methods were used to construct multiple base models. A model dependent applicability domain estimation method was used to determine the applicability of the base models for future dataset. A final ensemble model was constructed based on selected base models and it had sensitivity and specificity value of 78.4% and 90% respectively when estimated using external cross validation method. The result suggests that the ensemble model developed in this study is potentially useful for facilitating the prediction of TdP in drug candidates. The ensemble model is made available via the free software, PaDEL-DDPredictor.",2012,Sep,Curr Drug Saf,7,4,298-308,23062242,10.2174/157488612804096632,,#2125,He 2012,Exclusion reason: Prognostic Task; ,""
Disproportionality Analysis Used to Identify Patterns in Medication Error Reports Involving Hospitalized Children,"Rishoej, R. M.; Thybo Christesen, H.; Juel Kjeldsen, L.; Almarsdóttir, A. B.; Hallas, J.",,2018,May,Basic Clin Pharmacol Toxicol,122,5,531-533,29265731,10.1111/bcpt.12947,,#2341,Rishoej 2018,Exclusion reason: Lack of Pharmacovigilance/Drug Safety; ,""
Dose-specific adverse drug reaction identification in electronic patient records: Temporal data mining in an inpatient psychiatric population,"Eriksson, R.; Werge, T.; Jensen, L. J.; Brunak, S.","Background: Data collected for medical, filing and administrative purposes in electronic patient records (EPRs) represent a rich source of individualised clinical data, which has great potential for improved detection of patients experiencing adverse drug reactions (ADRs), across all approved drugs and across all indication areas. Objectives: The aim of this study was to take advantage of techniques for temporal data mining of EPRs in order to detect ADRs in a patient- and dose-specific manner. Methods: We used a psychiatric hospital's EPR system to investigate undesired drug effects. Within one workflow the method identified patient-specific adverse events (AEs) and links these to specific drugs and dosages in a temporal manner, based on integration of text mining results and structured data. The structured data contained precise information on drug identity, dosage and strength. Results: When applying the method to the 3,394 patients in the cohort, we identified AEs linked with a drug in 2,402 patients (70.8 %). Of the 43,528 patient-specific drug substances prescribed, 14,736 (33.9 %) were linked with AEs. From these links we identified multiple ADRs (p < 0.05) and found them to occur at similar frequencies, as stated by the manufacturer and in the literature. We showed that drugs displaying similar ADR profiles share targets, and we compared submitted spontaneous AE reports with our findings. For nine of the ten most prescribed antipsychotics in the patient population, larger doses were prescribed to sedated patients than non-sedated patients; five patients exhibited a significant difference (p < 0.05). Finally, we present two cases (p < 0.05) identified by the workflow. The method identified the potentially fatal AE QT prolongation caused by methadone, and a non-described likely ADR between levomepromazine and nightmares found among the hundreds of identified novel links between drugs and AEs (p < 0.05). Conclusions: The developed method can be used to extract dose-dependent ADR information from already collected EPR data. Large-scale AE extraction from EPRs may complement or even replace current drug safety monitoring methods in the future, reducing or eliminating manual reporting and enabling much faster ADR detection. © 2014 The Author(s).",2014,,Drug Safety,37,4,237-247,,10.1007/s40264-014-0145-z,,#2398,Eriksson 2014,Exclusion reason: Lack of Machine Learning; ,""
Evaluation of signal detection algorithms within the Elanco Animal Health Pharmacovigilance database,"Novotny, M. J.; Rhodes, A.; Shields, J.; Wilson, A.; Giraldo, C.; O’Gorman, M.; Real, T.; Sarsadskikh, A.; Wiseman, S.","Statistical algorithms for detecting safety signals are beginning to be applied to Animal Health Pharmacovigilance (PV) databases. How these signal detection algorithms (SDAs) perform in an animal health PV database is the subject of this report. Statistical methods and SDAs were assessed against a set of known signals in order to identify which SDAs were most appropriate for signal detection using the Elanco Animal Health PV database. A reference set of adverse events that should signal was created for 31 products across four species. Nine SDAs based on five disproportionality statistical methods were evaluated against the reference set. The performance metrics were sensitivity, precision, specificity, accuracy, and F score. For bovine and porcine products, the Observed-to-Expected (O/E) SDA was the closest in terms of geometric distance to 100% sensitivity and 100% precision. For canine and feline products, the Information Component (IC) SDA was geometrically closest to 100% sensitivity and 100% precision. Principal Component Analysis confirmed that the O/E and IC SDAs were unique performers with respect to one another and other SDAs. The performance of the SDAs was dependent on the choice of the statistical method with differences seen between animal species.",2021,,Journal of Veterinary Pharmacology and Therapeutics,44,1,107-115,,10.1111/jvp.12909,,#2866,Novotny 2021,Exclusion reason: Animal Subjects; ,Non-human
Analysis of spontaneously reported adverse events,"Nakamura, M.","Observational study is necessary for the evaluation of drug effectiveness in clinical practice. In recent years, the use of spontaneous reporting systems (SRS) for adverse drug reactions has increased and they have become an important resource for regulatory science. SRS, being the largest and most well-known databases worldwide, are one of the primary tools used for postmarketing surveillance and pharmacovigilance. To analyze SRS, the US Food and Drug Administration Adverse Event Reporting System (FAERS) and the Japanese Adverse Drug Event Report Database (JADER) are reviewed. Authorized pharmacovigilance algorithms were used for signal detection, including the reporting odds ratio. An SRS is a passive reporting database and is therefore subject to numerous sources of selection bias, including overreporting, underreporting, and a lack of a denominator. Despite the inherent limitations of spontaneous reporting, SRS databases are a rich resource and data mining index that provide powerful means of identifying potential associations between drugs and their adverse efects. Our results, which are based on the evaluation of SRS databases, provide essential knowledge that could improve our understanding of clinical issues.",2016,,Yakugaku Zasshi,136,4,549-556,,10.1248/yakushi.15-00224-5,,#317,Nakamura 2016,Exclusion reason: Non-English; ,Non-english
Aggregation and analysis of indication-symptom relationships for drugs approved in the USA,"Punyala, A.; Lankapalli, R.; Hindman, D.; Racz, R.","PURPOSE: Drug indications and disease symptoms often confound adverse event reports in real-world datasets, including electronic health records and reports in the FDA Adverse Event Reporting System (FAERS). A thorough, standardized set of indications and symptoms is needed to identify these confounders in such datasets for drug research and safety assessment. The aim of this study is to create a comprehensive list of drug-indication associations and disease-symptom associations using multiple resources, including existing databases and natural language processing. METHODS: Drug indications for drugs approved in the USA were extracted from two databases, RxNorm and Side Effect Resource (SIDER). Symptoms for these indications were extracted from MedlinePlus and using natural language processing from PubMed abstracts. RESULTS: A total of 1361 unique drugs, 1656 unique indications, and 2201 unique symptoms were extracted from a wide variety of MedDRA System Organ Classes. Text-mining precision was maximized at 0.65 by examining Term Frequency Inverse Document Frequency (TF-IDF) scores of the disease-symptom associations. CONCLUSION: The drug-indication associations and disease-symptom associations collected in this study may be useful in identifying confounders in other datasets, such as safety reports. With further refinement and additional drugs, indications, and symptoms, this dataset may become a quality resource for disease symptoms.",2020,Sep,Eur J Clin Pharmacol,76,9,1291-1299,32495081,10.1007/s00228-020-02898-w,,#235,Punyala 2020,Exclusion reason: Lack of Machine Learning; ,""
Application of Natural Language Processing and Network Analysis Techniques to Post-market Reports for the Evaluation of Dose-related Anti-Thymocyte Globulin Safety Patterns,"Botsis, T.; Foster, M.; Arya, N.; Kreimeyer, K.; Pandey, A.; Arya, D.","OBJECTIVE: To evaluate the feasibility of automated dose and adverse event information retrieval in supporting the identification of safety patterns. METHODS: We extracted all rabbit Anti-Thymocyte Globulin (rATG) reports submitted to the United States Food and Drug Administration Adverse Event Reporting System (FAERS) from the product's initial licensure in April 16, 1984 through February 8, 2016. We processed the narratives using the Medication Extraction (MedEx) and the Event-based Text-mining of Health Electronic Records (ETHER) systems and retrieved the appropriate medication, clinical, and temporal information. When necessary, the extracted information was manually curated. This process resulted in a high quality dataset that was analyzed with the Pattern-based and Advanced Network Analyzer for Clinical Evaluation and Assessment (PANACEA) to explore the association of rATG dosing with post-transplant lymphoproliferative disorder (PTLD). RESULTS: Although manual curation was necessary to improve the data quality, MedEx and ETHER supported the extraction of the appropriate information. We created a final dataset of 1,380 cases with complete information for rATG dosing and date of administration. Analysis in PANACEA found that PTLD was associated with cumulative doses of rATG >8 mg/kg, even in periods where most of the submissions to FAERS reported low doses of rATG. CONCLUSION: We demonstrated the feasibility of investigating a dose-related safety pattern for a particular product in FAERS using a set of automated tools.",2017,Apr 26,Appl Clin Inform,8,2,396-411,28447098,10.4338/aci-2016-10-ra-0169,,#454,Botsis 2017,Exclusion reason: Lack of Machine Learning; ,""
Evaluation of Natural Language Processing (NLP) systems to annotate drug product labeling with MedDRA terminology,"Ly, T.; Pamer, C.; Dang, O.; Brajovic, S.; Haider, S.; Botsis, T.; Milward, D.; Winter, A.; Lu, S.; Ball, R.","INTRODUCTION: The FDA Adverse Event Reporting System (FAERS) is a primary data source for identifying unlabeled adverse events (AEs) in a drug or biologic drug product's postmarketing phase. Many AE reports must be reviewed by drug safety experts to identify unlabeled AEs, even if the reported AEs are previously identified, labeled AEs. Integrating the labeling status of drug product AEs into FAERS could increase report triage and review efficiency. Medical Dictionary for Regulatory Activities (MedDRA) is the standard for coding AE terms in FAERS cases. However, drug manufacturers are not required to use MedDRA to describe AEs in product labels. We hypothesized that natural language processing (NLP) tools could assist in automating the extraction and MedDRA mapping of AE terms in drug product labels. MATERIALS AND METHODS: We evaluated the performance of three NLP systems, (ETHER, I2E, MetaMap) for their ability to extract AE terms from drug labels and translate the terms to MedDRA Preferred Terms (PTs). Pharmacovigilance-based annotation guidelines for extracting AE terms from drug labels were developed for this study. We compared each system's output to MedDRA PT AE lists, manually mapped by FDA pharmacovigilance experts using the guidelines, for ten drug product labels known as the ""gold standard AE list"" (GSL) dataset. Strict time and configuration conditions were imposed in order to test each system's capabilities under conditions of no human intervention and minimal system configuration. Each NLP system's output was evaluated for precision, recall and F measure in comparison to the GSL. A qualitative error analysis (QEA) was conducted to categorize a random sample of each NLP system's false positive and false negative errors. RESULTS: A total of 417, 278, and 250 false positive errors occurred in the ETHER, I2E, and MetaMap outputs, respectively. A total of 100, 80, and 187 false negative errors occurred in ETHER, I2E, and MetaMap outputs, respectively. Precision ranged from 64% to 77%, recall from 64% to 83% and F measure from 67% to 79%. I2E had the highest precision (77%), recall (83%) and F measure (79%). ETHER had the lowest precision (64%). MetaMap had the lowest recall (64%). The QEA found that the most prevalent false positive errors were context errors such as ""Context error/General term"", ""Context error/Instructions or monitoring parameters"", ""Context error/Medical history preexisting condition underlying condition risk factor or contraindication"", and ""Context error/AE manifestations or secondary complication"". The most prevalent false negative errors were in the ""Incomplete or missed extraction"" error category. Missing AE terms were typically due to long terms, or terms containing non-contiguous words which do not correspond exactly to MedDRA synonyms. MedDRA mapping errors were a minority of errors for ETHER and I2E but were the most prevalent false positive errors for MetaMap. CONCLUSIONS: The results demonstrate that it may be feasible to use NLP tools to extract and map AE terms to MedDRA PTs. However, the NLP tools we tested would need to be modified or reconfigured to lower the error rates to support their use in a regulatory setting. Tools specific for extracting AE terms from drug labels and mapping the terms to MedDRA PTs may need to be developed to support pharmacovigilance. Conducting research using additional NLP systems on a larger, diverse GSL would also be informative.",2018,Jul,J Biomed Inform,83,,73-86,29860093,10.1016/j.jbi.2018.05.019,,#2859,Ly 2018,Exclusion reason: Lack of Machine Learning; ,""
Decision support environment for medical product safety surveillance,"Botsis, T.; Jankosky, C.; Arya, D.; Kreimeyer, K.; Foster, M.; Pandey, A.; Wang, W.; Zhang, G.; Forshee, R.; Goud, R.; Menschik, D.; Walderhaug, M.; Woo, E. J.; Scott, J.","We have developed a Decision Support Environment (DSE) for medical experts at the US Food and Drug Administration (FDA). The DSE contains two integrated systems: The Event-based Text-mining of Health Electronic Records (ETHER) and the Pattern-based and Advanced Network Analyzer for Clinical Evaluation and Assessment (PANACEA). These systems assist medical experts in reviewing reports submitted to the Vaccine Adverse Event Reporting System (VAERS) and the FDA Adverse Event Reporting System (FAERS). In this manuscript, we describe the DSE architecture and key functionalities, and examine its potential contributions to the signal management process by focusing on four use cases: the identification of missing cases from a case series, the identification of duplicate case reports, retrieving cases for a case series analysis, and community detection for signal identification and characterization.",2016,Dec,J Biomed Inform,64,,354-362,27477839,10.1016/j.jbi.2016.07.023,,#1931,Botsis 2016,Exclusion reason: Lack of Machine Learning; ,""
Exploring brand-name drug mentions on Twitter for pharmacovigilance,"Carbonell, P.; Mayer, M. A.; Bravo, À","Twitter has been proposed by several studies as a means to track public health trends such as influenza and Ebola outbreaks by analyzing user messages in order to measure different population features and interests. In this work we analyze the number and features of mentions on Twitter of drug brand names in order to explore the potential usefulness of the automated detection of drug side effects and drug-drug interactions on social media platforms such as Twitter. This information can be used for the development of predictive models for drug toxicity, drug-drug interactions or drug resistance. Taking into account the large number of drug brand mentions that we found on Twitter, it is promising as a tool for the detection, understanding and monitoring the way people manage prescribed drugs.",2015,,Stud Health Technol Inform,210,,55-59,25991101,,,#2931,Carbonell 2015,Exclusion reason: Lack of Machine Learning; ,""
Hybrid Semantic Analysis for Mapping Adverse Drug Reaction Mentions in Tweets to Medical Terminology,"Emadzadeh, E.; Sarker, A.; Nikfarjam, A.; Gonzalez, G.","Social networks, such as Twitter, have become important sources for active monitoring of user-reported adverse drug reactions (ADRs). Automatic extraction of ADR information can be crucial for healthcare providers, drug manufacturers, and consumers. However, because of the non-standard nature of social media language, automatically extracted ADR mentions need to be mapped to standard forms before they can be used by operational pharmacovigilance systems. We propose a modular natural language processing pipeline for mapping (normalizing) colloquial mentions of ADRs to their corresponding standardized identifiers. We seek to accomplish this task and enable customization of the pipeline so that distinct unlabeled free text resources can be incorporated to use the system for other normalization tasks. Our approach, which we call Hybrid Semantic Analysis (HSA), sequentially employs rule-based and semantic matching algorithms for mapping user-generated mentions to concept IDs in the Unified Medical Language System vocabulary. The semantic matching component of HSA is adaptive in nature and uses a regression model to combine various measures of semantic relatedness and resources to optimize normalization performance on the selected data source. On a publicly available corpus, our normalization method achieves 0.502 recall and 0.823 precision (F-measure: 0.624). Our proposed method outperforms a baseline based on latent semantic analysis and another that uses MetaMap.",2017,,AMIA Annu Symp Proc,2017,,679-688,29854133,,,#3445,Emadzadeh 2017,Exclusion reason: Lack of Machine Learning; ,""
Predicting Adverse Drug-Drug Interactions with Neural Embedding of Semantic Predications,"Burkhardt, H. A.; Subramanian, D.; Mower, J.; Cohen, T.","The identification of drug-drug interactions (DDIs) is important for patient safety; yet, compared to other pharmacovigilance work, a limited amount of research has been conducted in this space. Recent work has successfully applied a method of deriving distributed vector representations from structured biomedical knowledge, known as Embedding of Semantic Predications (ESP), to the problem of predicting individual drug side effects. In the current paper we extend this work by applying ESP to the problem of predicting polypharmacy side-effects for particular drug combinations, building on a recent reconceptualization of this problem as a network of drug nodes connected by side effect edges. We evaluate ESP embeddings derived from the resulting graph on a side-effect prediction task against a previously reported graph convolutional neural network approach, using the same data and evaluation methods. We demonstrate that ESP models perform better, while being faster to train, more re-usable, and significantly simpler.",2019,,AMIA Annu Symp Proc,2019,,992-1001,32308896,,,#5636,Burkhardt 2019,Exclusion reason: Lack of Pharmacovigilance/Drug Safety; ,""
AEP-DLA: Adverse Event Prediction in Hospitalized Adult Patients Using Deep Learning Algorithms,C. L. Wu; M. J. Wu; L. C. Chen; Y. C. Lo; C. C. Huang; H. H. Yu; M. S. Pardeshi; W. T. Lo; R. K. Sheu,"Early prediction of clinical deterioration such as adverse events (AEs), improves patient safety. National Early Warning Score (NEWS) is widely used to predict AEs based on the aggregation of 6 physiological parameters. We took the same parameters as the features for AE prediction using deep learning algorithms (AEP-DLA) among hospitalized adult patients. The aim of this study is to get better performance than traditional naïve mathematical calculations by introducing novel vital sign data preprocessing schemes. We retrospectively collected the data from our electronic medical record data warehouse (2007 ~ 2017). AE rate of all 99,861 admissions was 6.2%. The dataset was divided into training and testing datasets from 2007–2015 and 2016–2017 respectively. In real-life clinical care, physiological parameters were not recorded every hour and missed frequently, for example, Glasgow Coma Scale (GCS). The expert domain suggested that missed GCS was rated as 15. We took two strategies (stack series records and align by hour) in the data preprocessing and tripling the values of negative samples for class balancing (CB). We used the last 28 hours’ serial data to predict AEs 3 hours later with Random Forest, XGBoost, Convolutional Neural Network (CNN) and Recurrent Neural Network (RNN). It is shown that CNN with CB and align by hour got the best results comparing to the other methods. The precision, recall and area under curve were 0.841, 0.928 and 0.995 respectively. The performance of the model is also better than those proposed in the published literatures.",2021,,Ieee Access,9,,55673-55689,,10.1109/ACCESS.2021.3070618,,#225,C 2021,Exclusion reason: Lack of Pharmacovigilance/Drug Safety; ,""
Easy and low-cost identification of metabolic syndrome in patients treated with second-generation antipsychotics: artificial neural network and logistic regression models,"Lin, C. C.; Bai, Y. M.; Chen, J. Y.; Hwang, T. J.; Chen, T. T.; Chiu, H. W.; Li, Y. C.","OBJECTIVE: Metabolic syndrome (MetS) is an important side effect of second-generation antipsychotics (SGAs). However, many SGA-treated patients with MetS remain undetected. In this study, we trained and validated artificial neural network (ANN) and multiple logistic regression models without biochemical parameters to rapidly identify MetS in patients with SGA treatment. METHOD: A total of 383 patients with a diagnosis of schizophrenia or schizoaffective disorder (DSM-IV criteria) with SGA treatment for more than 6 months were investigated to determine whether they met the MetS criteria according to the International Diabetes Federation. The data for these patients were collected between March 2005 and September 2005. The input variables of ANN and logistic regression were limited to demographic and anthropometric data only. All models were trained by randomly selecting two-thirds of the patient data and were internally validated with the remaining one-third of the data. The models were then externally validated with data from 69 patients from another hospital, collected between March 2008 and June 2008. The area under the receiver operating characteristic curve (AUC) was used to measure the performance of all models. RESULTS: Both the final ANN and logistic regression models had high accuracy (88.3% vs 83.6%), sensitivity (93.1% vs 86.2%), and specificity (86.9% vs 83.8%) to identify MetS in the internal validation set. The mean +/- SD AUC was high for both the ANN and logistic regression models (0.934 +/- 0.033 vs 0.922 +/- 0.035, P = .63). During external validation, high AUC was still obtained for both models. Waist circumference and diastolic blood pressure were the common variables that were left in the final ANN and logistic regression models. CONCLUSION: Our study developed accurate ANN and logistic regression models to detect MetS in patients with SGA treatment. The models are likely to provide a noninvasive tool for large-scale screening of MetS in this group of patients.",2010,Mar,J Clin Psychiatry,71,3,225-234,19814949,10.4088/JCP.08m04628yel,,#2530,Lin 2010,Exclusion reason: Lack of Pharmacovigilance/Drug Safety; ,""
Approaching High-Accuracy Side Effect Prediction of Traditional Chinese Medicine Compound Prescription Using Network Embedding and Deep Learning,"Wang, Z. H.; Li, L.; Yan, J.; Yao, Y. Z.","In this paper, we realize high-accuracy side-effect prediction of Traditional Chinese Medicine Compound Prescription by introducing network embedding and deep learning. A random walk network that could efficiently interpret the information in the prescription is established from a conventional Bag-of-Word network. After the validation of this random walk network, the highest prediction accuracy reaches 0.908 where a simple five-layer artificial neural network is implemented, rendering this method is promising for Traditional Chinese Medicine side-effect prediction and other medicines with a similar structure such as the compound drugs.",2020,,Ieee Access,8,,82493-82499,WOS:000549502200066,10.1109/access.2020.2991750,,#487,Wang 2020,Exclusion reason: Lack of Pharmacovigilance/Drug Safety; ,""
Machine learning-based identification and rule-based normalization of adverse drug reactions in drug labels,"Tiftikci, M.; Özgür, A.; He, Y.; Hur, J.","BACKGROUND: Use of medication can cause adverse drug reactions (ADRs), unwanted or unexpected events, which are a major safety concern. Drug labels, or prescribing information or package inserts, describe ADRs. Therefore, systematically identifying ADR information from drug labels is critical in multiple aspects; however, this task is challenging due to the nature of the natural language of drug labels. RESULTS: In this paper, we present a machine learning- and rule-based system for the identification of ADR entity mentions in the text of drug labels and their normalization through the Medical Dictionary for Regulatory Activities (MedDRA) dictionary. The machine learning approach is based on a recently proposed deep learning architecture, which integrates bi-directional Long Short-Term Memory (Bi-LSTM), Convolutional Neural Network (CNN), and Conditional Random Fields (CRF) for entity recognition. The rule-based approach, used for normalizing the identified ADR mentions to MedDRA terms, is based on an extension of our in-house text-mining system, SciMiner. We evaluated our system on the Text Analysis Conference (TAC) Adverse Drug Reaction 2017 challenge test data set, consisting of 200 manually curated US FDA drug labels. Our ML-based system achieved 77.0% F1 score on the task of ADR mention recognition and 82.6% micro-averaged F1 score on the task of ADR normalization, while rule-based system achieved 67.4 and 77.6% F1 scores, respectively. CONCLUSION: Our study demonstrates that a system composed of a deep learning architecture for entity recognition and a rule-based model for entity normalization is a promising approach for ADR extraction from drug labels.",2019,Dec 23,BMC Bioinformatics,20,Suppl 21,707,31865904,10.1186/s12859-019-3195-5,,#4352,Tiftikci 2019,Exclusion reason: Lack of Pharmacovigilance/Drug Safety; ,""
Deep learning for pollen allergy surveillance from twitter in Australia,"Rong, J.; Michalska, S.; Subramani, S.; Du, J. H.; Wang, H.","Background The paper introduces a deep learning-based approach for real-time detection and insights generation about one of the most prevalent chronic conditions in Australia - Pollen allergy. The popular social media platform is used for data collection as cost-effective and unobtrusive alternative for public health monitoring to complement the traditional survey-based approaches. Methods The data was extracted from Twitter based on pre-defined keywords (i.e. 'hayfever' OR 'hay fever') throughout the period of 6 months, covering the high pollen season in Australia. The following deep learning architectures were adopted in the experiments: CNN, RNN, LSTM and GRU. Both default (GloVe) and domain-specific (HF) word embeddings were used in training the classifiers. Standard evaluation metrics (i.e. Accuracy, Precision and Recall) were calculated for the results validation. Finally, visual correlation with weather variables was performed. Results The neural networks-based approach was able to correctly identify the implicit mentions of the symptoms and treatments, even unseen previously (accuracy up to 87.9% for GRU with GloVe embeddings of 300 dimensions). Conclusions The system addresses the shortcomings of the conventional machine learning techniques with manual feature-engineering that prove limiting when exposed to a wide range of non-standard expressions relating to medical concepts. The case-study presented demonstrates an application of 'black-box' approach to the real-world problem, along with its internal workings demonstration towards more transparent, interpretable and reproducible decision-making in health informatics domain.",2019,Nov,BMC Medical Informatics and Decision Making,19,1,13,WOS:000495683800001,10.1186/s12911-019-0921-x,,#1975,Rong 2019,Exclusion reason: Lack of Pharmacovigilance/Drug Safety; ,""
Natural language processing with deep learning for medical adverse event detection from free-text medical narratives: A case study of detecting total hip replacement dislocation,"Borjali, A.; Magneli, M.; Shin, D.; Malchau, H.; Muratoglu, O. K.; Varadarajan, K. M.","Background: Accurate and timely detection of medical adverse events (AEs) from free-text medical narratives can be challenging. Natural language processing (NLP) with deep learning has already shown great potential for analyzing free-text data, but its application for medical AE detection has been limited. Method: In this study, we developed deep learning based NLP (DL-NLP) models for efficient and accurate hip dislocation AE detection following primary total hip replacement from standard (radiology notes) and nonstandard (follow-up telephone notes) free-text medical narratives. We benchmarked these proposed models with traditional machine learning based NLP (ML-NLP) models, and also assessed the accuracy of International Classification of Diseases (ICD) and Current Procedural Terminology (CPT) codes in capturing these hip dislocation AEs in a multi-center orthopaedic registry. Results: All DL-NLP models outperformed all of the ML-NLP models, with a convolutional neural network (CNN) model achieving the best overall performance (Kappa = 0.97 for radiology notes, and Kappa = 1.00 for follow-up telephone notes). On the other hand, the ICD/CPT codes of the patients who sustained a hip dislocation AE were only 75.24% accurate. Conclusions: We demonstrated that a DL-NLP model can be used in largescale orthopaedic registries for accurate and efficient detection of hip dislocation AEs. The NLP model in this study was developed with data from the most frequently used electronic medical record (EMR) system in the U.S., Epic. This NLP model could potentially be implemented in other Epic-based EMR systems to improve AE detection, and consequently, quality of care and patient outcomes.",2021,Feb,Computers in Biology and Medicine,129,,8,WOS:000613926300006,10.1016/j.compbiomed.2020.104140,,#4866,Borjali 2021,Exclusion reason: Lack of Pharmacovigilance/Drug Safety; ,""
